question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
SET08-Q24,SET08,24,阅读理解,reading_comprehension,SET08-P03,Why do nurses say the robot is helpful?,本文の内容に合う答えを選びなさい：なぜ do nurses say the robot is helpful?,It writes music.,They can focus more on patients.,It repairs hospital beds.,It cooks lunch for them.,It writes music.,They can focus more on patients.,It repairs hospital beds.,It cooks lunch for them.,B,They can focus more on patients.,They can focus more on patients.,本文の内容に合う答えは「They can focus more on patients.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = They can focus more on patients.（They can focus more on patients.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET08-Q25,SET08,25,阅读理解,reading_comprehension,SET08-P04,What do students collect?,本文の内容に合う答えを選びなさい：何 do students collect?,Snowballs.,Old newspapers.,Rainwater.,Sea shells.,Snowballs.,Old newspapers.,Rainwater.,Sea shells.,C,Rainwater.,Rainwater.,本文の内容に合う答えは「Rainwater.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Rainwater.（Rainwater.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET08-Q26,SET08,26,阅读理解,reading_comprehension,SET08-P04,What do they use it for?,本文の内容に合う答えを選びなさい：何 do they use it for?,Cleaning buses.,Washing computers.,Flowers and vegetables.,Cooking lunch.,Cleaning buses.,Washing computers.,Flowers and vegetables.,Cooking lunch.,C,Flowers and vegetables.,Flowers and vegetables.,本文の内容に合う答えは「Flowers and vegetables.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Flowers and vegetables.（Flowers and vegetables.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET08-Q27,SET08,27,阅读理解,reading_comprehension,SET08-P04,What do students learn?,本文の内容に合う答えを選びなさい：何 do students learn?,Weather never changes.,Gardens are always expensive.,Natural resources should be used carefully.,Plants can grow without water.,Weather never changes.,Gardens are always expensive.,Natural resources should be used carefully.,Plants can grow without water.,C,Natural resources should be used carefully.,Natural resources should be used carefully.,本文の内容に合う答えは「Natural resources should be used carefully.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Natural resources should be used carefully.（Natural resources should be used carefully.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET08-Q28,SET08,28,阅读理解,reading_comprehension,SET08-P05,When did the library hold the challenge?,本文の内容に合う答えを選びなさい：いつ did the library hold the challenge?,During the winter festival.,During summer vacation.,Before breakfast.,Every Monday morning.,During the winter festival.,During summer vacation.,Before breakfast.,Every Monday morning.,B,During summer vacation.,During summer vacation.,本文の内容に合う答えは「During summer vacation.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = During summer vacation.（During summer vacation.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET08-Q29,SET08,29,阅读理解,reading_comprehension,SET08-P05,What did children get after finishing each book?,本文の内容に合う答えを選びなさい：何 did children get after finishing each book?,A bus ticket.,A stamp.,A toy car.,A free lunch.,A bus ticket.,A stamp.,A toy car.,A free lunch.,B,A stamp.,A stamp.,本文の内容に合う答えは「A stamp.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A stamp.（A stamp.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET08-Q30,SET08,30,阅读理解,reading_comprehension,SET08-P05,What did children receive after reading ten books?,本文の内容に合う答えを選びなさい：何 did children receive after reading ten books?,A soccer ball.,A small notebook.,A new bicycle.,A library computer.,A soccer ball.,A small notebook.,A new bicycle.,A library computer.,B,A small notebook.,A small notebook.,本文の内容に合う答えは「A small notebook.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A small notebook.（A small notebook.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q01,SET09,1,短句填空,sentence_fill,,The restaurant is popular because its meals are delicious and the prices are (____).,そのレストランは料理がおいしく、値段が（　）なので人気があります。,wooden,reasonable,lonely,cloudy,木製の,手ごろな,さびしい,曇った,B,reasonable,手ごろな,文脈から「reasonable」が最も自然です。意味は「手ごろな」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"reasonable = 手ごろな
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,reasonable,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q02,SET09,2,短句填空,sentence_fill,,The soccer coach told the players to (____) carefully before the game to avoid injuries.,サッカーのコーチは、けがを避けるために試合前に注意して（　）よう選手たちに言いました。,trade,stretch,decorate,count,交換する,ストレッチする,飾る,数える,B,stretch,ストレッチする,文脈から「stretch」が最も自然です。意味は「ストレッチする」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"stretch = ストレッチする
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,stretch,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q03,SET09,3,短句填空,sentence_fill,,Sarah could not hear the announcement because the room was too (____).,部屋があまりにも（　）だったので、サラは放送を聞くことができませんでした。,noisy,correct,useful,private,騒がしい,訂正する／正しい,役に立つ,個人的な,A,noisy,騒がしい,文脈から「noisy」が最も自然です。意味は「騒がしい」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"noisy = 騒がしい
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,noisy,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q04,SET09,4,短句填空,sentence_fill,,The city plans to (____) more trees along the main street next spring.,市は来年の春、メインストリート沿いにもっと多くの木を（　）予定です。,charge,tie,mix,plant,料金を請求する,結ぶ,混ぜる,植える,D,plant,植える,文脈から「plant」が最も自然です。意味は「植える」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"plant = 植える
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,plant,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q05,SET09,5,短句填空,sentence_fill,,"A: Why did you bring a map?
B: I don’t want to get (____) in this big city.","A：どうして地図を持ってきたの？
B：この大きな町で（　）なりたくないからです。",lost,full,ready,safe,道に迷った／失った,いっぱいの,準備ができた,安全な,A,lost,道に迷った／失った,文脈から「lost」が最も自然です。意味は「道に迷った／失った」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"lost = 道に迷った／失った
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,lost,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q06,SET09,6,短句填空,sentence_fill,,The movie was so (____) that many people laughed from beginning to end.,その映画はとても（　）だったので、多くの人が最初から最後まで笑いました。,weak,square,funny,deep,弱い,四角い,おもしろい,深い,C,funny,おもしろい,文脈から「funny」が最も自然です。意味は「おもしろい」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"funny = おもしろい
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,funny,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q07,SET09,7,短句填空,sentence_fill,,The teacher asked the students to (____) their names at the top of the paper.,The teacher asked the students to （　） their names at the top of the paper.,taste,write,carry,invite,taste,write,carry,invite,B,write,write,文脈から「write」が最も自然です。意味は「write」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"write = write
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,write,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q08,SET09,8,短句填空,sentence_fill,,It is important to (____) your teeth after meals.,It is important to （　） your teeth after meals.,land,measure,brush,break,land,measure,brush,break,C,brush,brush,文脈から「brush」が最も自然です。意味は「brush」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"brush = brush
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,brush,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q09,SET09,9,短句填空,sentence_fill,,Emma saved money for three months because she wanted to (____) a new bicycle.,Emma saved money for three months because she wanted to （　） a new bicycle.,search,afford,knock,boil,search,afford,knock,boil,B,afford,afford,文脈から「afford」が最も自然です。意味は「afford」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"afford = afford
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,afford,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q10,SET09,10,短句填空,sentence_fill,,"The old clock still works, but it is not very (____). It is often five minutes slow.","The old clock still works, but it is not very （　）. It is often five minutes slow.",central,empty,accurate,social,中心の,空の,accurate,social,C,accurate,accurate,文脈から「accurate」が最も自然です。意味は「accurate」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"accurate = accurate
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,accurate,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q11,SET09,11,对话完成,dialogue_completion,,"A: The soup is too hot to eat.
B: Then wait a few minutes.
A: Good idea.
B: (____)","次の会話を完成させなさい。
A： The soup is too hot to eat.
B： Then wait a few minutes.
A： Good idea.
B： （　）",I forgot my umbrella.,It will cool down soon.,The museum is closed.,You should buy new shoes.,傘を忘れました。,すぐに冷めます。,博物館は閉まっています。,新しい靴を買うべきです。,B,It will cool down soon.,すぐに冷めます。,会話の流れに合う返事は「It will cool down soon.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = It will cool down soon.（すぐに冷めます。）",EIKEN_Pre2,restaurant,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q12,SET09,12,对话完成,dialogue_completion,,"A: Why are you carrying so many boxes?
B: I’m moving to a new apartment tomorrow.
A: Do you need any help?
B: (____)","次の会話を完成させなさい。
A： Why are you carrying so many boxes?
B： I’m moving to a new apartment tomorrow.
A： Do you need any help?
B： （　）",The concert was canceled.,"No, my cat is sleeping.",Thanks. Could you carry this small one?,"Yes, I watched it yesterday.",The concert was canceled.,"No, my cat is sleeping.",Thanks. Could you carry this small one?,"Yes, I watched it yesterday.",C,Thanks. Could you carry this small one?,Thanks. Could you carry this small one?,会話の流れに合う返事は「Thanks. Could you carry this small one?」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Thanks. Could you carry this small one?（Thanks. Could you carry this small one?）",EIKEN_Pre2,daily life,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q13,SET09,13,对话完成,dialogue_completion,,"A: Your speech was very clear.
B: Thank you. I practiced a lot.
A: Are you going to join the next contest?
B: (____)","次の会話を完成させなさい。
A： Your speech was very clear.
B： Thank you. I practiced a lot.
A： Are you going to join the next contest?
B： （　）",The room is on the third floor.,I think so. I want to try again.,I cooked curry last night.,"No, this bag is too heavy.",The room is on the third floor.,I think so. I want to try again.,I cooked curry last night.,"No, this bag is too heavy.",B,I think so. I want to try again.,I think so. I want to try again.,会話の流れに合う返事は「I think so. I want to try again.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = I think so. I want to try again.（I think so. I want to try again.）",EIKEN_Pre2,school,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q14,SET09,14,对话完成,dialogue_completion,,"A: Excuse me. I lost my train ticket.
B: Do you remember where you bought it?
A: Yes, at the machine near Gate 2.
B: (____)","次の会話を完成させなさい。
A： Excuse me. I lost my train ticket.
B： Do you remember where you bought it?
A： Yes, at the machine near Gate 2.
B： （　）",Please go to the station office over there.,I want to buy a new bicycle.,I ate lunch already.,The movie starts at seven.,Please go to the station office over there.,I want to buy a new bicycle.,I ate lunch already.,The movie starts at seven.,A,Please go to the station office over there.,Please go to the station office over there.,会話の流れに合う返事は「Please go to the station office over there.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Please go to the station office over there.（Please go to the station office over there.）",EIKEN_Pre2,lost item,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q15,SET09,15,对话完成,dialogue_completion,,"A: Mom, can I invite Ken to dinner tonight?
B: Sure. What time will he come?
A: Around six thirty.
B: (____)","次の会話を完成させなさい。
A： Mom, can I invite Ken to dinner tonight?
B： Sure. What time will he come?
A： Around six thirty.
B： （　）",It is raining outside.,"No, I went there last week.",OK. I’ll cook a little extra food.,The test was very difficult.,It is raining outside.,"No, I went there last week.",OK. I’ll cook a little extra food.,The test was very difficult.,C,OK. I’ll cook a little extra food.,OK. I’ll cook a little extra food.,会話の流れに合う返事は「OK. I’ll cook a little extra food.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = OK. I’ll cook a little extra food.（OK. I’ll cook a little extra food.）",EIKEN_Pre2,home,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q16,SET09,16,阅读理解,reading_comprehension,SET09-P01,Who is the party for?,本文の内容に合う答えを選びなさい：誰 is the party for?,The principal.,Daniel’s brother.,Yuki.,Ms. Carter.,The principal.,Daniel’s brother.,Yuki.,Ms. Carter.,D,Ms. Carter.,Ms. Carter.,本文の内容に合う答えは「Ms. Carter.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Ms. Carter.（Ms. Carter.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q17,SET09,17,阅读理解,reading_comprehension,SET09-P01,Why do the students want to thank her?,本文の内容に合う答えを選びなさい：なぜ do the students want to thank her?,She cleaned the park.,She bought them bicycles.,She has helped their class a lot.,She won a cooking contest.,She cleaned the park.,She bought them bicycles.,She has helped their class a lot.,She won a cooking contest.,C,She has helped their class a lot.,She has helped their class a lot.,本文の内容に合う答えは「She has helped their class a lot.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = She has helped their class a lot.（She has helped their class a lot.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q18,SET09,18,阅读理解,reading_comprehension,SET09-P01,What should Yuki bring?,本文の内容に合う答えを選びなさい：何 should Yuki bring?,A library book.,A birthday cake.,One photo from a class event.,A music player.,A library book.,A birthday cake.,One photo from a class event.,A music player.,C,One photo from a class event.,One photo from a class event.,本文の内容に合う答えは「One photo from a class event.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = One photo from a class event.（One photo from a class event.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q19,SET09,19,阅读理解,reading_comprehension,SET09-P02,Where will the field trip be?,本文の内容に合う答えを選びなさい：どこ will the field trip be?,Blue River Park.,The city museum.,The school gym.,Green Park Stadium.,Blue River Park.,The city museum.,The school gym.,Green Park Stadium.,A,Blue River Park.,Blue River Park.,本文の内容に合う答えは「Blue River Park.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Blue River Park.（Blue River Park.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q20,SET09,20,阅读理解,reading_comprehension,SET09-P02,What may the weather be like?,本文の内容に合う答えを選びなさい：何 may the weather be like?,Very hot.,Windy.,Foggy.,Snowy.,Very hot.,Windy.,Foggy.,Snowy.,B,Windy.,Windy.,本文の内容に合う答えは「Windy.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Windy.（Windy.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q21,SET09,21,阅读理解,reading_comprehension,SET09-P02,What will happen if it rains heavily?,本文の内容に合う答えを選びなさい：何 will happen if it rains heavily?,Teachers will make an announcement.,Lunch will be free.,The park will open earlier.,Students will go home at once.,Teachers will make an announcement.,Lunch will be free.,The park will open earlier.,Students will go home at once.,A,Teachers will make an announcement.,Teachers will make an announcement.,本文の内容に合う答えは「Teachers will make an announcement.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Teachers will make an announcement.（Teachers will make an announcement.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q22,SET09,22,阅读理解,reading_comprehension,SET09-P03,Who gives free concerts?,本文の内容に合う答えを選びなさい：誰 gives free concerts?,Bus drivers.,University students.,Elementary school teachers.,Restaurant owners.,Bus drivers.,University students.,Elementary school teachers.,Restaurant owners.,B,University students.,University students.,本文の内容に合う答えは「University students.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = University students.（University students.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q23,SET09,23,阅读理解,reading_comprehension,SET09-P03,Where do people usually sit?,本文の内容に合う答えを選びなさい：どこ do people usually sit?,On the grass.,In a swimming pool.,At school desks.,Inside a train.,On the grass.,In a swimming pool.,At school desks.,Inside a train.,A,On the grass.,On the grass.,本文の内容に合う答えは「On the grass.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = On the grass.（On the grass.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q24,SET09,24,阅读理解,reading_comprehension,SET09-P03,Why will students prepare the hall?,本文の内容に合う答えを選びなさい：なぜ will students prepare the hall?,In case of bad weather.,To sell more blankets.,To practice cooking.,Because the park is closed forever.,In case of bad weather.,To sell more blankets.,To practice cooking.,Because the park is closed forever.,A,In case of bad weather.,In case of bad weather.,本文の内容に合う答えは「In case of bad weather.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = In case of bad weather.（In case of bad weather.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q25,SET09,25,阅读理解,reading_comprehension,SET09-P04,Where was the lesson held?,本文の内容に合う答えを選びなさい：どこ was the lesson held?,On a mountain path.,Inside a museum.,At the train station.,At the school playground.,On a mountain path.,Inside a museum.,At the train station.,At the school playground.,D,At the school playground.,At the school playground.,本文の内容に合う答えは「At the school playground.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = At the school playground.（At the school playground.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q26,SET09,26,阅读理解,reading_comprehension,SET09-P04,What did children learn to check?,本文の内容に合う答えを選びなさい：何 did children learn to check?,Brakes.,English spelling.,Library cards.,Weather reports.,Brakes.,English spelling.,Library cards.,Weather reports.,A,Brakes.,Brakes.,本文の内容に合う答えは「Brakes.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Brakes.（Brakes.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q27,SET09,27,阅读理解,reading_comprehension,SET09-P04,What did each child receive?,本文の内容に合う答えを選びなさい：何 did each child receive?,A small safety card.,A new bicycle.,A lunch ticket.,A large map.,A small safety card.,A new bicycle.,A lunch ticket.,A large map.,A,A small safety card.,A small safety card.,本文の内容に合う答えは「A small safety card.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A small safety card.（A small safety card.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q28,SET09,28,阅读理解,reading_comprehension,SET09-P05,What did Hiro and his classmates make?,本文の内容に合う答えを選びなさい：何 did Hiro and his classmates make?,A school uniform.,A train model.,A cooking video.,A guidebook in English.,A school uniform.,A train model.,A cooking video.,A guidebook in English.,D,A guidebook in English.,A guidebook in English.,本文の内容に合う答えは「A guidebook in English.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = A guidebook in English.（A guidebook in English.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q29,SET09,29,阅读理解,reading_comprehension,SET09-P05,What did they add to it?,本文の内容に合う答えを選びなさい：何 did they add to it?,Pictures of food only.,Math tests.,Songs and jokes.,Short explanations and maps.,Pictures of food only.,Math tests.,Songs and jokes.,Short explanations and maps.,D,Short explanations and maps.,Short explanations and maps.,本文の内容に合う答えは「Short explanations and maps.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Short explanations and maps.（Short explanations and maps.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET09-Q30,SET09,30,阅读理解,reading_comprehension,SET09-P05,Where was the guidebook put?,本文の内容に合う答えを選びなさい：どこ was the guidebook put?,Inside a hospital room.,On every bus seat.,At Hiro’s house.,At the tourist information center.,Inside a hospital room.,On every bus seat.,At Hiro’s house.,At the tourist information center.,D,At the tourist information center.,At the tourist information center.,本文の内容に合う答えは「At the tourist information center.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = At the tourist information center.（At the tourist information center.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q01,SET10,1,短句填空,sentence_fill,,It is important to (____) your teeth after meals.,It is important to （　） your teeth after meals.,break,measure,land,brush,break,measure,land,brush,D,brush,brush,文脈から「brush」が最も自然です。意味は「brush」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"brush = brush
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,brush,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q02,SET10,2,短句填空,sentence_fill,,Emma saved money for three months because she wanted to (____) a new bicycle.,Emma saved money for three months because she wanted to （　） a new bicycle.,boil,knock,search,afford,boil,knock,search,afford,D,afford,afford,文脈から「afford」が最も自然です。意味は「afford」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"afford = afford
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,afford,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q03,SET10,3,短句填空,sentence_fill,,"The old clock still works, but it is not very (____). It is often five minutes slow.","The old clock still works, but it is not very （　）. It is often five minutes slow.",accurate,central,social,empty,accurate,中心の,social,空の,A,accurate,accurate,文脈から「accurate」が最も自然です。意味は「accurate」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"accurate = accurate
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,accurate,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q04,SET10,4,短句填空,sentence_fill,,"A: Can I use your dictionary?
B: Sure, but please (____) it before English class ends.","A: Can I use your dictionary?
B: Sure, but please （　） it before English class ends.",return,cover,warn,invent,返す,覆い／表紙,警告する,invent,A,return,返す,文脈から「return」が最も自然です。意味は「返す」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"return = 返す
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,return,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q05,SET10,5,短句填空,sentence_fill,,The students were excited because their class trip was (____) for next Monday.,The students were excited because their class trip was （　） for next Monday.,scheduled,repaired,burned,hidden,scheduled,修理した,burned,hidden,A,scheduled,scheduled,文脈から「scheduled」が最も自然です。意味は「scheduled」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"scheduled = scheduled
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,schedule,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q06,SET10,6,短句填空,sentence_fill,,"A: Did you finish the book report?
B: Almost. I still need to (____) one more paragraph about the ending.","A: Did you finish the book report?
B: Almost. I still need to （　） one more paragraph about the ending.",throw,freeze,lend,write,throw,freeze,lend,write,D,write,write,文脈から「write」が最も自然です。意味は「write」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"write = write
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,vocabulary,vocabulary,write,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q07,SET10,7,短句填空,sentence_fill,,"The library was very (____), so Yuta could study there without any trouble.","The library was very （　）, so Yuta could study there without any trouble.",dangerous,golden,quiet,empty,dangerous,golden,quiet,空の,C,quiet,quiet,文脈から「quiet」が最も自然です。意味は「quiet」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"quiet = quiet
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,adjective,vocabulary,quiet,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET10-Q08,SET10,8,短句填空,sentence_fill,,"Miki forgot her lunch, so her friend decided to (____) a sandwich with her.","Miki forgot her lunch, so her friend decided to （　） a sandwich with her.",collect,share,refuse,repair,collect,共有する,refuse,repair,B,share,共有する,文脈から「share」が最も自然です。意味は「共有する」です。空所の前後の言葉を手がかりにすると選びやすくなります。,"share = 共有する
文脈：空所の前後から意味を判断する。",EIKEN_Pre2,verb,vocabulary,share,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
