question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
G3SET06-Q28,G3SET06,28,長文の内容一致選択,reading_story,G3SET06-P03,What did Kenta want to do at first?,,Throw the bench away.,Move to a smaller house.,Buy a new blue bed.,Take the bench to school.,ベンチを捨てる。,小さい家に引っ越す。,新しい青いベッドを買う。,ベンチを学校へ持っていく。,A,Throw the bench away.,ベンチを捨てる。,最初はベンチを捨てようと思ったとあります。,throw away：ベンチを捨てる。,standard,reading,,throw away,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q29,G3SET06,29,長文の内容一致選択,reading_story,G3SET06-P03,How did Kenta and his father fix the bench?,,"They cleaned it, changed wood, and painted it.",They sold it to a garden shop.,They put it next to the bed.,They made it into a table.,掃除し、木の部品を替え、色を塗った。,園芸店に売った。,ベッドの隣に置いた。,机に作り変えた。,A,"They cleaned it, changed wood, and painted it.",掃除し、木の部品を替え、色を塗った。,"本文に cleaned it, changed some pieces of wood, and painted it とあります。",painted it：掃除し、木の部品を替え、色を塗った。,standard,reading,,painted it,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET06-Q30,G3SET06,30,長文の内容一致選択,reading_story,G3SET06-P03,What did Kenta learn?,,Old things can keep special memories.,Gardens are only for birds.,People should never paint benches.,Small houses are always better.,古い物は特別な思い出を残せる。,庭は鳥だけのためのものだ。,人は決してベンチに色を塗るべきではない。,小さい家はいつも良い。,A,Old things can keep special memories.,古い物は特別な思い出を残せる。,最後に「old things can keep special memories」とあります。,special memories：古い物は特別な思い出を残せる。,standard,reading,,special memories,original_eiken3_set06_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions
G3SET07-Q01,G3SET07,1,短文の語句空所補充,sentence_fill,,"My brother is (  ) trains, so he reads books about them every week.",,interested in,late for,full of,proud of,〜に興味がある,〜に遅れる,〜でいっぱいである,〜を誇りに思う,A,interested in,〜に興味がある,電車について本を読むので「興味がある」が自然です。,be interested in：〜に興味がある,standard,vocabulary,,be interested in,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q02,G3SET07,2,短文の語句空所補充,sentence_fill,,"Hurry up, or we will be (  ) the movie.",,late for,glad to,out of,between,〜に遅れる,〜してうれしい,〜の外に,〜の間に,A,late for,〜に遅れる,急がないと映画に遅れる、という意味です。,be late for：〜に遅れる,standard,vocabulary,,be late for,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q03,G3SET07,3,短文の語句空所補充,sentence_fill,,Kana is (  ) her dog because it did not come home last night.,,worried about,ready to,good at,made of,〜を心配している,〜する準備ができている,〜が得意である,〜でできている,A,worried about,〜を心配している,犬が帰ってこないので心配している文です。,be worried about：〜を心配している,standard,vocabulary,,be worried about,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q04,G3SET07,4,短文の語句空所補充,sentence_fill,,"At the camp, I (  ) a boy from Canada. We still write emails to each other.",,became friends with,got off,looked for,turned off,〜と友達になる,降りる,探す,消す,A,became friends with,〜と友達になる,キャンプでカナダの男の子と友達になった、という文脈です。,become friends with：〜と友達になる,standard,vocabulary,,become friends with,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q05,G3SET07,5,短文の語句空所補充,sentence_fill,,Please (  ) your desk before you go home.,,clean up,come true,find out,get hungry,きれいに片づける,実現する,見つけ出す,お腹がすく,A,clean up,きれいに片づける,帰る前に机を片づけるという意味です。,clean up：きれいに片づける,standard,vocabulary,,clean up,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q06,G3SET07,6,短文の語句空所補充,sentence_fill,,"If you practice every day, your dream may (  ).",,come true,fall down,get cold,take care,実現する,転ぶ,寒くなる,世話をする,A,come true,実現する,夢が実現するは come true です。,come true：実現する,standard,vocabulary,,come true,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q07,G3SET07,7,短文の語句空所補充,sentence_fill,,We (  ) to visit the science museum this Saturday.,,decided,received,brushed,invited,決めた,受け取った,磨いた,招待した,A,decided,決めた,decide to do で「〜することに決める」です。,decide to do：決めた,standard,vocabulary,,decide to do,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q08,G3SET07,8,短文の語句空所補充,sentence_fill,,I will (  ) in the speech contest tomorrow.,,do my best,get on a bus,come home,go fishing,最善を尽くす,バスに乗る,帰宅する,釣りに行く,A,do my best,最善を尽くす,コンテストで頑張る、最善を尽くすという意味です。,do one’s best：最善を尽くす,standard,vocabulary,,do one’s best,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q09,G3SET07,9,短文の語句空所補充,sentence_fill,,Let’s ask the teacher and (  ) when the test will start.,,find out,fall asleep,grow up,sit down,知る・見つけ出す,眠り込む,成長する,座る,A,find out,知る・見つけ出す,先生に聞いて開始時間を知る、という文脈です。,find out：知る・見つけ出す,standard,vocabulary,,find out,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q10,G3SET07,10,短文の語句空所補充,sentence_fill,,Have you (  ) reading the book for tomorrow’s class?,,finished,forgotten,changed,opened,終えた,忘れた,変えた,開けた,A,finished,終えた,finish doing で「〜し終える」です。,finish doing：終えた,standard,vocabulary,,finish doing,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q11,G3SET07,11,短文の語句空所補充,sentence_fill,,"My aunt lived in Australia (  ), so she can speak English well.",,for a long time,for example,from now on,in a hurry,長い間,例えば,これからは,急いで,A,for a long time,長い間,長い間オーストラリアに住んでいたので英語が上手という文です。,for a long time：長い間,standard,vocabulary,,for a long time,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q12,G3SET07,12,短文の語句空所補充,sentence_fill,,"I like sports, (  ), soccer and basketball.",,for example,as soon as,at last,by oneself,例えば,〜するとすぐに,ついに,ひとりで,A,for example,例えば,具体例を出しているので for example が適切です。,for example：例えば,standard,vocabulary,,for example,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q13,G3SET07,13,短文の語句空所補充,sentence_fill,,I always (  ) after swimming practice.,,get hungry,get dark,get off,get to,お腹がすく,暗くなる,降りる,着く,A,get hungry,お腹がすく,水泳の練習後にお腹がすく、という自然な文です。,get hungry：お腹がすく,standard,vocabulary,,get hungry,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q14,G3SET07,14,短文の語句空所補充,sentence_fill,,What time did you (  ) the station this morning?,,get to,give up,put on,turn off,〜に着く,あきらめる,身につける,消す,A,get to,〜に着く,駅に何時に着いたかを尋ねています。,get to：〜に着く,standard,vocabulary,,get to,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q15,G3SET07,15,短文の語句空所補充,sentence_fill,,"It was raining, so my father (  ) to school.",,gave me a ride,made me a cake,wrote me a letter,bought me a pencil,車で送ってくれた,ケーキを作ってくれた,手紙を書いてくれた,鉛筆を買ってくれた,A,gave me a ride,車で送ってくれた,雨だったので父が学校まで車で送ってくれた、という意味です。,give A a ride：車で送ってくれた,standard,vocabulary,,give A a ride,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q16,G3SET07,16,会話文の文選択,dialogue_completion,,"A: Did you finish cleaning your room?
B: Not yet. I still have many books on the floor.
A: Your friends will come soon.
B: (  )",,I will clean it up now.,I will get to the station.,I am interested in math.,I became friends with him.,今片づけます。,駅に着きます。,数学に興味があります。,彼と友達になりました。,A,I will clean it up now.,今片づけます。,部屋に本がたくさんあるので、今片づけるという返事が自然です。,clean up：今片づけます。,standard,dialogue,,clean up,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q17,G3SET07,17,会話文の文選択,dialogue_completion,,"A: Are you ready for the English test?
B: I am a little worried about it.
A: You studied hard this week.
B: (  )",,Thanks. I will do my best.,"No, I do not like sandwiches.","Yes, the bus is very late.",Please give me a ride home.,ありがとう。最善を尽くします。,いいえ、サンドイッチは好きではありません。,はい、バスはとても遅いです。,家まで車で送ってください。,A,Thanks. I will do my best.,ありがとう。最善を尽くします。,テスト前に励まされた返事なので do my best が合います。,do one’s best / be worried about：ありがとう。最善を尽くします。,standard,dialogue,,do one’s best / be worried about,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q18,G3SET07,18,会話文の文選択,dialogue_completion,,"A: Do you know where Mr. Brown is?
B: I think he is in the teachers’ room.
A: Are you sure?
B: (  )",,Let’s go and find out.,Let’s finish eating lunch.,I got hungry after practice.,I am late for the movie.,行って確かめましょう。,昼食を食べ終えましょう。,練習後にお腹がすきました。,映画に遅れています。,A,Let’s go and find out.,行って確かめましょう。,確かかどうかを確かめるので find out が自然です。,find out：行って確かめましょう。,standard,dialogue,,find out,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q19,G3SET07,19,会話文の文選択,dialogue_completion,,"A: How was your first day at the new school?
B: It was good.
A: Did you talk to anyone?
B: (  )",,"Yes, I became friends with a girl in my class.","Yes, I cleaned up the kitchen.","No, I was full of stars.","No, I got to the airport.",はい、クラスの女の子と友達になりました。,はい、台所を片づけました。,いいえ、星でいっぱいでした。,いいえ、空港に着きました。,A,"Yes, I became friends with a girl in my class.",はい、クラスの女の子と友達になりました。,新しい学校で誰かと話したかへの答えなので、友達になった内容が自然です。,become friends with：はい、クラスの女の子と友達になりました。,standard,dialogue,,become friends with,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q20,G3SET07,20,会話文の文選択,dialogue_completion,,"A: Why did you call me?
B: I missed the last bus.
A: Oh, I see. Where are you now?
B: (  )",,Could you give me a ride?,Could you draw an animal?,Could you finish reading?,Could you become a teacher?,車で迎えに来てくれますか。,動物を描いてくれますか。,読み終えてくれますか。,先生になってくれますか。,A,Could you give me a ride?,車で迎えに来てくれますか。,最終バスを逃したので、車で送ってほしいという依頼が合います。,give A a ride：車で迎えに来てくれますか。,standard,dialogue,,give A a ride,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q21,G3SET07,21,長文の内容一致選択,reading_notice,G3SET07-P01,When will the art club meet?,,Every Wednesday in July.,Every Monday in August.,Every Friday in June.,Every Saturday in July.,7月の毎週水曜日。,8月の毎週月曜日。,6月の毎週金曜日。,7月の毎週土曜日。,A,Every Wednesday in July.,7月の毎週水曜日。,お知らせに every Wednesday in July とあります。,every Wednesday：7月の毎週水曜日。,standard,reading,,every Wednesday,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q22,G3SET07,22,長文の内容一致選択,reading_notice,G3SET07-P01,What do students need to bring to the art club?,,Colored pencils and a notebook.,A lunch box and a drink.,A tennis racket and shoes.,A camera and a map.,色鉛筆とノート。,弁当箱と飲み物。,テニスラケットと靴。,カメラと地図。,A,Colored pencils and a notebook.,色鉛筆とノート。,本文に colored pencils and a notebook とあります。,bring colored pencils：色鉛筆とノート。,standard,reading,,bring colored pencils,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q23,G3SET07,23,長文の内容一致選択,reading_notice,G3SET07-P01,What is true about the club?,,Students do not need to be good at drawing.,Students must buy a card before class.,Students will meet in the school library.,Students must join by this Friday.,絵が得意である必要はない。,授業前にカードを買わなければならない。,学校の図書館で集まる。,今週金曜日までに参加しなければならない。,A,Students do not need to be good at drawing.,絵が得意である必要はない。,本文に You do not need to be good at drawing とあります。,be good at drawing：絵が得意である必要はない。,standard,reading,,be good at drawing,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q24,G3SET07,24,長文の内容一致選択,reading_email,G3SET07-P02,What is Noah interested in?,,The old bridge near Saki’s school.,A new library in his city.,A soccer game in August.,Saki’s favorite food.,咲の学校の近くの古い橋。,彼の町の新しい図書館。,8月のサッカーの試合。,咲の好きな食べ物。,A,The old bridge near Saki’s school.,咲の学校の近くの古い橋。,ノアは古い橋にとても興味があると書いています。,be interested in：咲の学校の近くの古い橋。,standard,reading,,be interested in,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q25,G3SET07,25,長文の内容一致選択,reading_email,G3SET07-P02,How long will Noah’s family stay in Saki’s city?,,For two days.,For one week.,For one month.,For three hours.,2日間。,1週間。,1か月。,3時間。,A,For two days.,2日間。,本文に stay in your city for two days とあります。,for two days：2日間。,standard,reading,,for two days,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q26,G3SET07,26,長文の内容一致選択,reading_email,G3SET07-P02,Why may Noah’s family take a bus?,,His little sister gets tired easily.,The bridge is closed in August.,Noah does not like walking near schools.,Saki cannot meet them at the station.,妹が疲れやすいから。,8月に橋が閉まっているから。,ノアは学校の近くを歩くのが好きではないから。,咲が駅で会えないから。,A,His little sister gets tired easily.,妹が疲れやすいから。,妹が疲れやすいのでバスに乗るかもしれないとあります。,get tired easily：妹が疲れやすいから。,standard,reading,,get tired easily,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q27,G3SET07,27,長文の内容一致選択,reading_story,G3SET07-P03,What was Aya not good at?,,Serving the ball.,Getting to school by bus.,Drawing animals.,Cooking breakfast.,サーブをすること。,バスで学校に着くこと。,動物を描くこと。,朝食を作ること。,A,Serving the ball.,サーブをすること。,彩はサーブが得意ではなかったとあります。,be good at serving：サーブをすること。,standard,reading,,be good at serving,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q28,G3SET07,28,長文の内容一致選択,reading_story,G3SET07-P03,What did Aya decide to do?,,Practice before school.,Leave the tennis team.,Write emails every morning.,Clean the classroom alone.,登校前に練習する。,テニス部をやめる。,毎朝メールを書く。,一人で教室を掃除する。,A,Practice before school.,登校前に練習する。,コーチの言葉の後、朝練をすることに決めました。,decide to practice：登校前に練習する。,standard,reading,,decide to practice,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q29,G3SET07,29,長文の内容一致選択,reading_story,G3SET07-P03,How did Rina help Aya?,,She practiced with Aya and counted her good serves.,She bought a new racket for Aya.,She told Aya to stop playing tennis.,She drove Aya to school every day.,一緒に練習し、良いサーブを数えた。,彩に新しいラケットを買った。,テニスをやめるように言った。,毎日学校まで車で送った。,A,She practiced with Aya and counted her good serves.,一緒に練習し、良いサーブを数えた。,リナは一緒に練習し、良いサーブの数をノートに書きました。,counted good serves：一緒に練習し、良いサーブを数えた。,standard,reading,,counted good serves,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET07-Q30,G3SET07,30,長文の内容一致選択,reading_story,G3SET07-P03,What lesson did Aya learn from her morning practice?,,Doing something for a long time can make a small dream come true.,It is better not to ask friends for help.,Tennis games are always easy to win.,Students should be late for class every day.,長く続けることで小さな夢が実現できる。,友達に助けを求めない方がよい。,テニスの試合はいつも簡単に勝てる。,生徒は毎日授業に遅れるべきだ。,A,Doing something for a long time can make a small dream come true.,長く続けることで小さな夢が実現できる。,最後に続けることで夢が実現できると学んだとあります。,come true / for a long time：長く続けることで小さな夢が実現できる。,standard,reading,,come true / for a long time,original_eiken3_set07_based_on_user_eiken3_phrase_list_0901_1300_no_pre2_no_past_questions_no_repeat
G3SET08-Q01,G3SET08,1,短文の語句空所補充,sentence_fill,,I bought (  ) shoes for the school festival.,,a pair of,a glass of,a slice of,a sheet of,,,,,A,a pair of,a pair of ~,靴は2つで1組なので a pair of shoes が自然です。,a pair of ~,EIKEN_Grade3,vocabulary,phrase_context,a pair of ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q02,G3SET08,2,短文の語句空所補充,sentence_fill,,"Ken did not understand the question at first, but (  ) he found the answer.",,all day,after a while,on weekends,in front of,,,,,B,after a while,after a while,「しばらくして答えがわかった」という流れなので after a while が最適です。,after a while,EIKEN_Grade3,vocabulary,phrase_context,after a while,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q03,G3SET08,3,短文の語句空所補充,sentence_fill,,A: I think this movie is too long. B: I (  ) you. It should be shorter.,,belong to,agree with,wait for,look after,,,,,B,agree with,agree with,相手の意見に賛成する時は agree with を使います。,agree with,EIKEN_Grade3,vocabulary,phrase_context,agree with,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q04,G3SET08,4,短文の語句空所補充,sentence_fill,,Yuki was (  ) school yesterday because she had a fever.,,absent from,famous for,different from,ready for,,,,,A,absent from,be absent from ~,「学校を休んだ」は be absent from school と表します。,be absent from ~,EIKEN_Grade3,vocabulary,phrase_context,be absent from ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q05,G3SET08,5,短文の語句空所補充,sentence_fill,,"After the snow, the park was (  ) white.",,filled with,covered with,worried about,interested in,,,,,B,covered with,be covered with ~,雪で白くおおわれていたので covered with が合います。,be covered with ~,EIKEN_Grade3,vocabulary,phrase_context,be covered with ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q06,G3SET08,6,短文の語句空所補充,sentence_fill,,My parents were (  ) me when I passed the piano test.,,proud of,late for,scared of,tired of,,,,,A,proud of,be proud of ~,合格して誇りに思うので proud of が正解です。,be proud of ~,EIKEN_Grade3,vocabulary,phrase_context,be proud of ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q07,G3SET08,7,短文の語句空所補充,sentence_fill,,There is a small river (  ) my house and the station.,,between,without,during,before,,,,,A,between,between A and B,2つのものの間を表すので between が適切です。,between A and B,EIKEN_Grade3,vocabulary,phrase_context,between A and B,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q08,G3SET08,8,短文の語句空所補充,sentence_fill,,"This morning, Tom made breakfast (  ) because his parents were busy.",,by himself,each other,one another,as usual,,,,,A,by himself,by oneself,「一人で」は by oneself。Tom なので by himself です。,by oneself,EIKEN_Grade3,vocabulary,phrase_context,by oneself,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q09,G3SET08,9,短文の語句空所補充,sentence_fill,,I (  ) read one English book every month.,,decided to,happened to,forgot to,needed to,,,,,A,decided to,decide to do,「〜することに決めた」は decide to do です。,decide to do,EIKEN_Grade3,vocabulary,phrase_context,decide to do,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q10,G3SET08,10,短文の語句空所補充,sentence_fill,,My sister enjoys (  ) pictures of animals.,,draw,drawing,to draw,drew,,,,,B,drawing,enjoy doing,enjoy の後は動名詞になるため drawing が正解です。,enjoy doing,EIKEN_Grade3,vocabulary,phrase_context,enjoy doing,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q11,G3SET08,11,短文の語句空所補充,sentence_fill,,Please (  ) at the next bus stop. The museum is near there.,,get off,get on,get up,get back,,,,,A,get off,get off,バスなどから「降りる」は get off です。,get off,EIKEN_Grade3,vocabulary,phrase_context,get off,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q12,G3SET08,12,短文の語句空所補充,sentence_fill,,My grandfather and I often (  ) in the river near his house.,,go fishing,go straight,go to bed,go abroad,,,,,A,go fishing,go fishing,川で魚を釣りに行くので go fishing が自然です。,go fishing,EIKEN_Grade3,vocabulary,phrase_context,go fishing,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q13,G3SET08,13,短文の語句空所補充,sentence_fill,,"A: Have you ever been to Australia? B: No, I have (  ) there.",,always been,never been,often gone,just arrived,,,,,B,never been,have never been to ~,経験を否定する表現は have never been to です。,have never been to ~,EIKEN_Grade3,vocabulary,phrase_context,have never been to ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q14,G3SET08,14,短文の語句空所補充,sentence_fill,,I am looking forward to (  ) my cousin this summer.,,see,saw,seeing,to see,,,,,C,seeing,look forward to doing,look forward to の後は動名詞になるため seeing が正解です。,look forward to doing,EIKEN_Grade3,vocabulary,phrase_context,look forward to doing,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q15,G3SET08,15,短文の語句空所補充,sentence_fill,,Many students will (  ) the speech contest next Friday.,,take part in,take off,take out,take a seat,,,,,A,take part in,take part in ~,コンテストに参加するので take part in が適切です。,take part in ~,EIKEN_Grade3,vocabulary,phrase_context,take part in ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q16,G3SET08,16,会話文の文選択,dialogue_completion,,"A: Did you call Ms. Green back?
B: Not yet. She left a message this morning.
A: It sounded important.
B: (  )",,I will call her right away.,I bought a new notebook.,The park is near my house.,I went to bed early.,,,,,A,I will call her right away.,call A back / right away,大切そうな伝言なので「すぐに折り返し電話する」が自然です。,call A back / right away,EIKEN_Grade3,communication,dialogue_response,call A back / right away,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q17,G3SET08,17,会話文の文選択,dialogue_completion,,"A: Why are you putting the map in your bag?
B: I am going on a trip with my family tomorrow.
A: That sounds fun. Where are you going?
B: (  )",,We are traveling to Nagano.,I brush my teeth every morning.,This cake is a little too sweet.,Please turn off the light.,,,,,A,We are traveling to Nagano.,go on a trip / travel to ~,旅行先を聞かれているので「長野へ旅行する」が自然です。,go on a trip / travel to ~,EIKEN_Grade3,communication,dialogue_response,go on a trip / travel to ~,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q18,G3SET08,18,会話文の文選択,dialogue_completion,,"A: You look tired today.
B: I stayed up late last night.
A: Why?
B: (  )",,I had to finish my homework.,I will visit my aunt tomorrow.,The flowers are very beautiful.,The bus stop is over there.,,,,,A,I had to finish my homework.,stay up late / have to do,夜更かしした理由として宿題を終える必要があった、が自然です。,stay up late / have to do,EIKEN_Grade3,communication,dialogue_response,stay up late / have to do,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q19,G3SET08,19,会話文の文選択,dialogue_completion,,"A: Is this your first time to visit this library?
B: Yes, it is.
A: Then I can show you around.
B: (  )",,Thank you. That will help me a lot.,"No, I do not like rainy days.",I am going to cook dinner.,My brother is ten years old.,,,,,A,Thank you. That will help me a lot.,this is one's first time to do / show A around,案内してくれると言われたので感謝する返答が自然です。,this is one's first time to do / show A around,EIKEN_Grade3,communication,dialogue_response,this is one's first time to do / show A around,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q20,G3SET08,20,会話文の文選択,dialogue_completion,,"A: I cannot go to soccer practice today.
B: Are you sick?
A: No, but I have to visit my grandmother in the hospital.
B: (  )",,I hope she gets well soon.,Let’s take a picture here.,This bag belongs to me.,We need one more chair.,,,,,A,I hope she gets well soon.,visit A in the hospital / get well,入院中のおばあさんについて話しているので、回復を願う言葉が自然です。,visit A in the hospital / get well,EIKEN_Grade3,communication,dialogue_response,visit A in the hospital / get well,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q21,G3SET08,21,長文の内容一致選択,reading_notice,G3SET08-P01,When will Winter Sports Day be held if the weather is very bad?,,On January 25.,On February 10.,On February 17.,On March 10.,,,,,C,On February 17.,if the weather is bad,悪天候の場合、イベントは2月17日に移動すると書かれています。,if the weather is bad,EIKEN_Grade3,reading,notice_detail,if the weather is bad,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
G3SET08-Q22,G3SET08,22,長文の内容一致選択,reading_notice,G3SET08-P01,What should students bring to Winter Sports Day?,,A camera and a notebook.,"Gloves, a warm jacket, and lunch.",A swimsuit and a towel.,A soccer ball and shoes.,,,,,B,"Gloves, a warm jacket, and lunch.",bring / warm jacket,持ち物は手袋、暖かい上着、昼食です。,bring / warm jacket,EIKEN_Grade3,reading,notice_detail,bring / warm jacket,"Original item modeled on EIKEN Grade 3 format; generated from user-provided EIKEN Grade 3 mock-bank style and Grade 3 phrase list; not copied from EIKEN past exams, not using Pre-2 materials."
