set_no,set_title,question_no_in_set,global_question_id,question_type,question_text,choice_1,choice_2,choice_3,choice_4,correct_choice_no,correct_answer,explanation_cn,target_word,part_of_speech,jp_meaning,cn_meaning,collocation,source_basis,child_answer,auto_result_formula,attempt_count,wrong_count,error_rate_formula,last_practiced_date,last_wrong_date,status,notes
21,EIKEN Pre-2 Practice Set 21,3,203,词汇・熟语四选一,Both _____ and children enjoyed the festival.,adult,navy,level,pigeon,1,adult,正确答案是 adult，意思是：成年人。例句考查：adults and children。,adult,名词,大人,成年人,adults and children,uploaded_vocab_database,,"=IF(T204="""","""",IF(T204=K204,""○"",""×""))",0,0,"=IF(V204=0,"""",W204/V204)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,4,204,词汇・熟语四选一,One _____ of online study is flexibility.,item,advantage,coast,direction,2,advantage,正确答案是 advantage，意思是：优点；优势；利益。例句考查：one advantage of。,advantage,名词,有利な点、利益,优点；优势；利益,one advantage of,uploaded_vocab_database,,"=IF(T205="""","""",IF(T205=K205,""○"",""×""))",0,0,"=IF(V205=0,"""",W205/V205)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,5,205,词汇・熟语四选一,I saw an _____ for a new phone.,habit,average,advertisement,customer,3,advertisement,正确答案是 advertisement，意思是：广告；宣传。例句考查：put an advertisement in a magazine。,advertisement,名词,広告、宣伝,广告；宣传,put an advertisement in a magazine,uploaded_vocab_database,,"=IF(T206="""","""",IF(T206=K206,""○"",""×""))",0,0,"=IF(V206=0,"""",W206/V206)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,6,206,会话补全,"A: I'm going to the library after school. Do you want to come with me?
B: Sorry, I can't. I have to help my mother cook dinner.
A: That's OK. _____
B: Maybe tomorrow.",I don't like cooking.,You should buy a book.,I'll ask you again later.,The library is closed.,3,I'll ask you again later.,对方今天不能去，所以'下次再问你'最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T207="""","""",IF(T207=K207,""○"",""×""))",0,0,"=IF(V207=0,"""",W207/V207)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,7,207,会话补全,"A: Excuse me. Could you tell me how to get to the station?
B: Sure. Go straight and turn right at the next corner.
A: Thank you. Is it far from here?
B: No, _____",I lost my ticket yesterday.,it takes about five minutes on foot.,you should practice more.,I prefer trains to buses.,2,it takes about five minutes on foot.,回答距离远近时，用步行大约几分钟很自然。,,,,,,generated_from_pre2_pattern,,"=IF(T208="""","""",IF(T208=K208,""○"",""×""))",0,0,"=IF(V208=0,"""",W208/V208)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,8,208,语句补全・语法,"Mike was very tired, but he continued _____ for the English test.",studied,study,studying,to studying,3,studying,continue doing 表示'继续做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T209="""","""",IF(T209=K209,""○"",""×""))",0,0,"=IF(V209=0,"""",W209/V209)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,9,209,语句补全・语法,My parents don't allow me _____ video games before finishing homework.,play,played,playing,to play,4,to play,allow 人 to do 表示'允许某人做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T210="""","""",IF(T210=K210,""○"",""×""))",0,0,"=IF(V210=0,"""",W210/V210)",,,未练习,
21,EIKEN Pre-2 Practice Set 21,10,210,短文空所補充,"Last Sunday, Ken and his family went to a small town near the sea. Ken's father wanted to relax, but Ken wanted to do something exciting. They rented bicycles and rode along the beach. At first, Ken was worried because he had not ridden a bike for a long time. However, his sister helped him, and soon he began to enjoy it. Riding bikes was a good way to see many beautiful places.

(Blank) Ken was worried at first because he _____.",had not ridden a bike for a long time,wanted to go home early,forgot to bring money,could not find his sister,1,had not ridden a bike for a long time,本文中说Ken很久没有骑自行车，所以一开始担心。,,,,,,generated_from_pre2_pattern,,"=IF(T211="""","""",IF(T211=K211,""○"",""×""))",0,0,"=IF(V211=0,"""",W211/V211)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,1,211,词汇・熟语四选一,I followed my teacher's _____.,visitor,tourist,amount,advice,4,advice,正确答案是 advice，意思是：建议；忠告。例句考查：take one's advice。,advice,名词,忠告、助言,建议；忠告,take one's advice,uploaded_vocab_database,,"=IF(T212="""","""",IF(T212=K212,""○"",""×""))",0,0,"=IF(V212=0,"""",W212/V212)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,2,212,词汇・熟语四选一,A large _____ of money was donated.,amount,Internet,pigeon,miniature,1,amount,正确答案是 amount，意思是：数量；金额。例句考查：a large amount of money。,amount,名词,量、合計,数量；金额,a large amount of money,uploaded_vocab_database,,"=IF(T213="""","""",IF(T213=K213,""○"",""×""))",0,0,"=IF(V213=0,"""",W213/V213)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,3,213,词汇・熟语四选一,Today is our fifth wedding _____.,commercial,staff,anniversary,research,3,anniversary,正确答案是 anniversary，意思是：纪念日。例句考查：wedding anniversary。,anniversary,名词,記念日,纪念日,wedding anniversary,uploaded_vocab_database,,"=IF(T214="""","""",IF(T214=K214,""○"",""×""))",0,0,"=IF(V214=0,"""",W214/V214)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,4,214,词汇・熟语四选一,They moved into a new _____ last month.,apartment,sunrise,argument,discovery,1,apartment,正确答案是 apartment，意思是：公寓。例句考查：move into a new apartment。,apartment,名词,アパート,公寓,move into a new apartment,uploaded_vocab_database,,"=IF(T215="""","""",IF(T215=K215,""○"",""×""))",0,0,"=IF(V215=0,"""",W215/V215)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,5,215,词汇・熟语四选一,This _____ is famous for its old temples.,price,sense,spirit,area,4,area,正确答案是 area，意思是：地区；区域；领域。例句考查：a business area。,area,名词,地域、区域、領域,地区；区域；领域,a business area,uploaded_vocab_database,,"=IF(T216="""","""",IF(T216=K216,""○"",""×""))",0,0,"=IF(V216=0,"""",W216/V216)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,6,216,会话补全,"A: You look worried. What's wrong?
B: I can't find my science notebook.
A: _____
B: Thanks. I remember I used it in the classroom.",I don't enjoy science.,Let's look for it together.,The bus will arrive soon.,This notebook is expensive.,2,Let's look for it together.,对方找不到东西时，主动提出一起找最合适。,,,,,,generated_from_pre2_pattern,,"=IF(T217="""","""",IF(T217=K217,""○"",""×""))",0,0,"=IF(V217=0,"""",W217/V217)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,7,217,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",Can I borrow your pencil?,You should be quiet.,Did you have a good time?,Where is my umbrella?,3,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T218="""","""",IF(T218=K218,""○"",""×""))",0,0,"=IF(V218=0,"""",W218/V218)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,8,218,语句补全・语法,I decided _____ English for thirty minutes every day.,study,studied,studying,to study,4,to study,decide to do 表示'决定做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T219="""","""",IF(T219=K219,""○"",""×""))",0,0,"=IF(V219=0,"""",W219/V219)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,9,219,语句补全・语法,She is interested in _____ about animals.,learn,learned,learning,to learn,3,learning,be interested in 后面接名词或动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T220="""","""",IF(T220=K220,""○"",""×""))",0,0,"=IF(V220=0,"""",W220/V220)",,,未练习,
22,EIKEN Pre-2 Practice Set 22,10,220,短文空所補充,"Emma joined the school cooking club this year. At first, she only watched older students cook. One day, the teacher asked her to make soup for the club. Emma was nervous, but she followed the recipe carefully. Everyone said the soup tasted good, so Emma felt more confident.

(Blank) Emma felt more confident because _____.",the teacher canceled the club,everyone liked her soup,she bought a new recipe book,older students stopped cooking,2,everyone liked her soup,大家说汤很好喝，所以她更有信心。,,,,,,generated_from_pre2_pattern,,"=IF(T221="""","""",IF(T221=K221,""○"",""×""))",0,0,"=IF(V221=0,"""",W221/V221)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,1,221,词汇・熟语四选一,He joined the _____ when he was young.,cash,army,luck,sailor,2,army,正确答案是 army，意思是：陆军；军队。例句考查：the U.S. Army。,army,名词,陸軍、軍隊,陆军；军队,the U.S. Army,uploaded_vocab_database,,"=IF(T222="""","""",IF(T222=K222,""○"",""×""))",0,0,"=IF(V222=0,"""",W222/V222)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,2,222,词汇・熟语四选一,I read a newspaper _____ about space.,receipt,navy,article,cash,3,article,正确答案是 article，意思是：文章；报道。例句考查：a newspaper article。,article,名词,記事,文章；报道,a newspaper article,uploaded_vocab_database,,"=IF(T223="""","""",IF(T223=K223,""○"",""×""))",0,0,"=IF(V223=0,"""",W223/V223)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,3,223,词汇・熟语四选一,Please pay _____ to the teacher.,environment,dessert,attention,voyage,3,attention,正确答案是 attention，意思是：注意；关注。例句考查：pay attention to。,attention,名词,注意、注目,注意；关注,pay attention to,uploaded_vocab_database,,"=IF(T224="""","""",IF(T224=K224,""○"",""×""))",0,0,"=IF(V224=0,"""",W224/V224)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,4,224,词汇・熟语四选一,There was a large _____ at the concert.,result,audience,cloth,attention,2,audience,正确答案是 audience，意思是：观众；听众。例句考查：a large audience。,audience,名词,観衆、聴衆,观众；听众,a large audience,uploaded_vocab_database,,"=IF(T225="""","""",IF(T225=K225,""○"",""×""))",0,0,"=IF(V225=0,"""",W225/V225)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,5,225,词汇・熟语四选一,There is a store on the main _____.,success,avenue,earthquake,receipt,2,avenue,正确答案是 avenue，意思是：大道；大街。例句考查：on the avenue。,avenue,名词,大通り,大道；大街,on the avenue,uploaded_vocab_database,,"=IF(T226="""","""",IF(T226=K226,""○"",""×""))",0,0,"=IF(V226=0,"""",W226/V226)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,6,226,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",That's too far.,I missed the train.,Here you are.,It sounds dangerous.,3,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T227="""","""",IF(T227=K227,""○"",""×""))",0,0,"=IF(V227=0,"""",W227/V227)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,7,227,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",The weather was very hot.,I have never seen a bus.,This cake tastes sweet.,We still have enough time.,4,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T228="""","""",IF(T228=K228,""○"",""×""))",0,0,"=IF(V228=0,"""",W228/V228)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,8,228,语句补全・语法,This book is easy enough for children _____.,read,reading,to read,reads,3,to read,形容词 + enough + to do。,,,,,,generated_from_pre2_pattern,,"=IF(T229="""","""",IF(T229=K229,""○"",""×""))",0,0,"=IF(V229=0,"""",W229/V229)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,9,229,语句补全・语法,I spent two hours _____ my room yesterday.,clean,cleaning,to clean,cleaned,2,cleaning,spend time doing 表示'花时间做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T230="""","""",IF(T230=K230,""○"",""×""))",0,0,"=IF(V230=0,"""",W230/V230)",,,未练习,
23,EIKEN Pre-2 Practice Set 23,10,230,短文空所補充,"Tom usually went to school by bus. However, the bus was late many times this month. His friend told him that riding a bicycle would be faster. Tom tried it on Monday and arrived at school ten minutes earlier than usual. Now he rides his bike when the weather is good.

(Blank) Tom started riding his bike because _____.",the bus was often late,his school moved far away,he wanted a new helmet,he disliked his friend,1,the bus was often late,公交经常迟到，所以他尝试骑自行车。,,,,,,generated_from_pre2_pattern,,"=IF(T231="""","""",IF(T231=K231,""○"",""×""))",0,0,"=IF(V231=0,"""",W231/V231)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,1,231,词汇・熟语四选一,His score is above _____.,population,calcium,costume,average,4,average,正确答案是 average，意思是：平均；普通水平。例句考查：on average。,average,名词,平均,平均；普通水平,on average,uploaded_vocab_database,,"=IF(T232="""","""",IF(T232=K232,""○"",""×""))",0,0,"=IF(V232=0,"""",W232/V232)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,2,232,词汇・熟语四选一,"Could I have the _____, please?",favor,entrance,bill,silence,3,bill,正确答案是 bill，意思是：账单；纸币。例句考查：pay the bill。,bill,名词,請求書、紙幣,账单；纸币,pay the bill,uploaded_vocab_database,,"=IF(T233="""","""",IF(T233=K233,""○"",""×""))",0,0,"=IF(V233=0,"""",W233/V233)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,3,233,词汇・熟语四选一,My former _____ taught me a lot.,attention,boss,conference,image,2,boss,正确答案是 boss，意思是：上司；老板。例句考查：former boss。,boss,名词,上司、ボス,上司；老板,former boss,uploaded_vocab_database,,"=IF(T234="""","""",IF(T234=K234,""○"",""×""))",0,0,"=IF(V234=0,"""",W234/V234)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,4,234,词汇・熟语四选一,The library is at the _____ of the city.,furniture,adult,carpenter,center,4,center,正确答案是 center，意思是：中心；中央。例句考查：at the center of。,center,名词,中心、センター,中心；中央,at the center of,uploaded_vocab_database,,"=IF(T235="""","""",IF(T235=K235,""○"",""×""))",0,0,"=IF(V235=0,"""",W235/V235)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,5,235,词汇・熟语四选一,This castle was built in the 16th _____.,clothes,boss,medicine,century,4,century,正确答案是 century，意思是：世纪；一百年。例句考查：in the 20th century。,century,名词,1世紀、100年,世纪；一百年,in the 20th century,uploaded_vocab_database,,"=IF(T236="""","""",IF(T236=K236,""○"",""×""))",0,0,"=IF(V236=0,"""",W236/V236)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,6,236,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",Why did you open the window?,When is the test?,How old is your sister?,What color is it?,4,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T237="""","""",IF(T237=K237,""○"",""×""))",0,0,"=IF(V237=0,"""",W237/V237)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,7,237,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",You should stop studying forever.,How about watching one on Saturday?,This movie started yesterday.,I bought some vegetables.,2,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T238="""","""",IF(T238=K238,""○"",""×""))",0,0,"=IF(V238=0,"""",W238/V238)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,8,238,语句补全・语法,Ken is looking forward to _____ his cousin next week.,see,seen,saw,seeing,4,seeing,look forward to 后面接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T239="""","""",IF(T239=K239,""○"",""×""))",0,0,"=IF(V239=0,"""",W239/V239)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,9,239,语句补全・语法,This is the park _____ we played soccer last Sunday.,where,which,whose,who,1,where,表示地点的关系副词用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T240="""","""",IF(T240=K240,""○"",""×""))",0,0,"=IF(V240=0,"""",W240/V240)",,,未练习,
24,EIKEN Pre-2 Practice Set 24,10,240,短文空所補充,"Mika wanted to improve her English listening skills. She began listening to short English stories every night before bed. At first, she understood only a few words. After two months, she could understand most of the stories. She was happy because her daily practice helped her.

(Blank) Mika improved her listening because she _____.",moved to another country,practiced every night,stopped reading books,bought a new bed,2,practiced every night,每天晚上练习听英语，所以听力提高。,,,,,,generated_from_pre2_pattern,,"=IF(T241="""","""",IF(T241=K241,""○"",""×""))",0,0,"=IF(V241=0,"""",W241/V241)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,1,241,词汇・熟语四选一,This is your last _____ to try.,decision,commercial,fashion,chance,4,chance,正确答案是 chance，意思是：机会。例句考查：the last chance to try。,chance,名词,機会,机会,the last chance to try,uploaded_vocab_database,,"=IF(T242="""","""",IF(T242=K242,""○"",""×""))",0,0,"=IF(V242=0,"""",W242/V242)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,2,242,词汇・熟语四选一,The main _____ is brave and kind.,factory,director,character,reason,3,character,正确答案是 character，意思是：角色；特征；性格。例句考查：the main character。,character,名词,登場人物、特徴、性格,角色；特征；性格,the main character,uploaded_vocab_database,,"=IF(T243="""","""",IF(T243=K243,""○"",""×""))",0,0,"=IF(V243=0,"""",W243/V243)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,3,243,词汇・熟语四选一,We have no _____ but to wait.,emergency,neighbor,reservation,choice,4,choice,正确答案是 choice，意思是：选择；选择权。例句考查：have no choice but to do。,choice,名词,選択権、選択,选择；选择权,have no choice but to do,uploaded_vocab_database,,"=IF(T244="""","""",IF(T244=K244,""○"",""×""))",0,0,"=IF(V244=0,"""",W244/V244)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,4,244,词汇・熟语四选一,She cleaned the table with a wet _____.,rock,cloth,view,staff,2,cloth,正确答案是 cloth，意思是：布；布料。例句考查：cotton cloth。,cloth,名词,布,布；布料,cotton cloth,uploaded_vocab_database,,"=IF(T245="""","""",IF(T245=K245,""○"",""×""))",0,0,"=IF(V245=0,"""",W245/V245)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,5,245,词汇・熟语四选一,Put on warm _____ before you go out.,clothes,argument,dessert,cash,1,clothes,正确答案是 clothes，意思是：衣服。例句考查：put on clothes。,clothes,名词,衣服,衣服,put on clothes,uploaded_vocab_database,,"=IF(T246="""","""",IF(T246=K246,""○"",""×""))",0,0,"=IF(V246=0,"""",W246/V246)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,6,246,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",It is raining outside.,I'll help you carry it.,I read that book twice.,I want to buy a ticket.,2,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T247="""","""",IF(T247=K247,""○"",""×""))",0,0,"=IF(V247=0,"""",W247/V247)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,7,247,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",How about some flowers?,The room is too cold.,I don't know her name.,Let's cancel the party.,1,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T248="""","""",IF(T248=K248,""○"",""×""))",0,0,"=IF(V248=0,"""",W248/V248)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,8,248,语句补全・语法,I have lived in Yokohama _____ I was six years old.,for,since,during,until,2,since,since + 过去时间点/从句。,,,,,,generated_from_pre2_pattern,,"=IF(T249="""","""",IF(T249=K249,""○"",""×""))",0,0,"=IF(V249=0,"""",W249/V249)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,9,249,语句补全・语法,The cake was made _____ my sister.,by,from,of,with,1,by,被动语态中动作执行者用 by。,,,,,,generated_from_pre2_pattern,,"=IF(T250="""","""",IF(T250=K250,""○"",""×""))",0,0,"=IF(V250=0,"""",W250/V250)",,,未练习,
25,EIKEN Pre-2 Practice Set 25,10,250,短文空所補充,"A small town had a problem with trash in the park. Some students decided to clean the park every Saturday morning. At first, only five students came, but more people joined after seeing their work. After three months, the park became much cleaner.

(Blank) More people joined the students after they _____.",moved to a big city,lost their homework,closed the park,saw the students' work,4,saw the students' work,看到学生们的行动后，更多人加入。,,,,,,generated_from_pre2_pattern,,"=IF(T251="""","""",IF(T251=K251,""○"",""×""))",0,0,"=IF(V251=0,"""",W251/V251)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,1,251,词汇・熟语四选一,I had lunch with a _____.,population,climate,co-worker,fossil,3,co-worker,正确答案是 co-worker，意思是：同事；合作者。例句考查：a co-worker at my office。,co-worker,名词,同僚、協力者,同事；合作者,a co-worker at my office,uploaded_vocab_database,,"=IF(T252="""","""",IF(T252=K252,""○"",""×""))",0,0,"=IF(V252=0,"""",W252/V252)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,2,252,词汇・熟语四选一,My tennis _____ is very strict.,department,soil,communication,coach,4,coach,正确答案是 coach，意思是：教练。例句考查：my tennis coach。,coach,名词,コーチ,教练,my tennis coach,uploaded_vocab_database,,"=IF(T253="""","""",IF(T253=K253,""○"",""×""))",0,0,"=IF(V253=0,"""",W253/V253)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,3,253,词汇・熟语四选一,The _____ center is near the station.,crocodile,rule,community,neighbor,3,community,正确答案是 community，意思是：社区；共同体。例句考查：community center。,community,名词,コミュニティー、地域社会,社区；共同体,community center,uploaded_vocab_database,,"=IF(T254="""","""",IF(T254=K254,""○"",""×""))",0,0,"=IF(V254=0,"""",W254/V254)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,4,254,词汇・熟语四选一,The old car is in good _____.,miniature,organization,police,condition,4,condition,正确答案是 condition，意思是：状态；情况；条件。例句考查：be in good condition。,condition,名词,状態、状況、条件,状态；情况；条件,be in good condition,uploaded_vocab_database,,"=IF(T255="""","""",IF(T255=K255,""○"",""×""))",0,0,"=IF(V255=0,"""",W255/V255)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,5,255,词汇・熟语四选一,There is a shop at the _____.,horror,coach,graduation,corner,4,corner,正确答案是 corner，意思是：角落；拐角。例句考查：at the corner。,corner,名词,角、隅,角落；拐角,at the corner,uploaded_vocab_database,,"=IF(T256="""","""",IF(T256=K256,""○"",""×""))",0,0,"=IF(V256=0,"""",W256/V256)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,6,256,会话补全,"A: I'm going to the library after school. Do you want to come with me?
B: Sorry, I can't. I have to help my mother cook dinner.
A: That's OK. _____
B: Maybe tomorrow.",You should buy a book.,The library is closed.,I'll ask you again later.,I don't like cooking.,3,I'll ask you again later.,对方今天不能去，所以'下次再问你'最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T257="""","""",IF(T257=K257,""○"",""×""))",0,0,"=IF(V257=0,"""",W257/V257)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,7,257,会话补全,"A: Excuse me. Could you tell me how to get to the station?
B: Sure. Go straight and turn right at the next corner.
A: Thank you. Is it far from here?
B: No, _____",it takes about five minutes on foot.,you should practice more.,I lost my ticket yesterday.,I prefer trains to buses.,1,it takes about five minutes on foot.,回答距离远近时，用步行大约几分钟很自然。,,,,,,generated_from_pre2_pattern,,"=IF(T258="""","""",IF(T258=K258,""○"",""×""))",0,0,"=IF(V258=0,"""",W258/V258)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,8,258,语句补全・语法,"If it rains tomorrow, we _____ at home.",will stay,have stayed,stay,stayed,1,will stay,条件状语从句用现在时，主句用 will。,,,,,,generated_from_pre2_pattern,,"=IF(T259="""","""",IF(T259=K259,""○"",""×""))",0,0,"=IF(V259=0,"""",W259/V259)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,9,259,语句补全・语法,I have never _____ such a beautiful lake before.,see,seeing,seen,saw,3,seen,现在完成 have never + 过去分词。,,,,,,generated_from_pre2_pattern,,"=IF(T260="""","""",IF(T260=K260,""○"",""×""))",0,0,"=IF(V260=0,"""",W260/V260)",,,未练习,
26,EIKEN Pre-2 Practice Set 26,10,260,短文空所補充,"Yuki's grandfather grows vegetables in his garden. During summer vacation, Yuki helped him water the plants every morning. She learned that tomatoes need a lot of sunlight and water. At the end of summer, they picked many tomatoes and made salad together.

(Blank) Yuki learned that tomatoes need _____.",music and books,snow and strong wind,tickets and maps,sunlight and water,4,sunlight and water,文章说明番茄需要阳光和水。,,,,,,generated_from_pre2_pattern,,"=IF(T261="""","""",IF(T261=K261,""○"",""×""))",0,0,"=IF(V261=0,"""",W261/V261)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,1,261,词汇・熟语四选一,They prepared _____ for the play.,attendant,soil,conversation,costume,4,costume,正确答案是 costume，意思是：服装；戏服。例句考查：prepare costumes。,costume,名词,衣装,服装；戏服,prepare costumes,uploaded_vocab_database,,"=IF(T262="""","""",IF(T262=K262,""○"",""×""))",0,0,"=IF(V262=0,"""",W262/V262)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,2,262,词汇・熟语四选一,My grandparents live in the _____.,countryside,amateur,coast,soil,1,countryside,正确答案是 countryside，意思是：乡村；农村。例句考查：live in the countryside。,countryside,名词,田舎、田園地帯,乡村；农村,live in the countryside,uploaded_vocab_database,,"=IF(T263="""","""",IF(T263=K263,""○"",""×""))",0,0,"=IF(V263=0,"""",W263/V263)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,3,263,词汇・熟语四选一,A _____ of students were absent today.,grade,couple,movement,desert,2,couple,正确答案是 couple，意思是：一对；几个；夫妇。例句考查：a couple of days。,couple,名词,2つ、カップル、一対,一对；几个；夫妇,a couple of days,uploaded_vocab_database,,"=IF(T264="""","""",IF(T264=K264,""○"",""×""))",0,0,"=IF(V264=0,"""",W264/V264)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,4,264,词汇・熟语四选一,This is a traditional _____ in Japan.,energy,product,custom,method,3,custom,正确答案是 custom，意思是：习惯；风俗。例句考查：a traditional custom。,custom,名词,習慣、慣習,习惯；风俗,a traditional custom,uploaded_vocab_database,,"=IF(T265="""","""",IF(T265=K265,""○"",""×""))",0,0,"=IF(V265=0,"""",W265/V265)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,5,265,词汇・熟语四选一,The clerk smiled at the _____.,customer,lighthouse,appointment,project,1,customer,正确答案是 customer，意思是：顾客。例句考查：attract customers。,customer,名词,顧客,顾客,attract customers,uploaded_vocab_database,,"=IF(T266="""","""",IF(T266=K266,""○"",""×""))",0,0,"=IF(V266=0,"""",W266/V266)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,6,266,会话补全,"A: You look worried. What's wrong?
B: I can't find my science notebook.
A: _____
B: Thanks. I remember I used it in the classroom.",I don't enjoy science.,The bus will arrive soon.,This notebook is expensive.,Let's look for it together.,4,Let's look for it together.,对方找不到东西时，主动提出一起找最合适。,,,,,,generated_from_pre2_pattern,,"=IF(T267="""","""",IF(T267=K267,""○"",""×""))",0,0,"=IF(V267=0,"""",W267/V267)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,7,267,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",Can I borrow your pencil?,Did you have a good time?,Where is my umbrella?,You should be quiet.,2,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T268="""","""",IF(T268=K268,""○"",""×""))",0,0,"=IF(V268=0,"""",W268/V268)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,8,268,语句补全・语法,English is spoken _____ many countries.,by,at,in,on,3,in,国家、地区前通常用 in。,,,,,,generated_from_pre2_pattern,,"=IF(T269="""","""",IF(T269=K269,""○"",""×""))",0,0,"=IF(V269=0,"""",W269/V269)",,,未练习,
27,EIKEN Pre-2 Practice Set 27,9,269,语句补全・语法,My brother is taller _____ I am.,to,than,from,as,2,than,比较级 + than。,,,,,,generated_from_pre2_pattern,,"=IF(T270="""","""",IF(T270=K270,""○"",""×""))",0,0,"=IF(V270=0,"""",W270/V270)",,,未练习,
